mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,movement_str,geometry,volume,free_speed,allowed_uses
162,25,41529691,,1279,1,,444,1,,1,330693619,5201685473,uturn,,,,EBU,"LINESTRING (-111.9305116108429 33.42313744738468, -111.9304890742541 33.42317619273246)",,,auto
163,26,41529697,,18,1,,188,1,,1,41529691,41736777_2714317917,left,,,,NBL,"LINESTRING (-111.9291607572027 33.42427468048678, -111.9291132250334 33.42436571795538)",,,auto
164,26,41529697,,18,1,,1292,1,,1,41529691,41459438,thru,,,,NBT,"LINESTRING (-111.9291607572027 33.42427468048678, -111.9289977045251 33.42432076207021)",,,auto
165,26,41529697,,18,1,,1506,1,,1,41529691,8122988905,right,,,,NBR,"LINESTRING (-111.9291607572027 33.42427468048678, -111.929061257925 33.4242288058698)",,,auto
166,26,41529697,,189,1,,19,1,,1,41736777_2714317917,41529691,right,,,,SBR,"LINESTRING (-111.9291132250334 33.42436571795538, -111.9291607572027 33.42427468048678)",,,auto
167,26,41529697,,189,1,,1292,1,,1,41736777_2714317917,41459438,left,,,,SBL,"LINESTRING (-111.9291132250334 33.42436571795538, -111.9289977045251 33.42432076207021)",,,auto
168,26,41529697,,189,1,,1506,1,,1,41736777_2714317917,8122988905,left,,,,SBL,"LINESTRING (-111.9291132250334 33.42436571795538, -111.929061257925 33.4242288058698)",,,auto
169,26,41529697,,1293,1,,19,1,,1,41459438,41529691,thru,,,,WBT,"LINESTRING (-111.9289977045251 33.42432076207021, -111.9291607572027 33.42427468048678)",,,auto
170,26,41529697,,1293,1,,188,1,,1,41459438,41736777_2714317917,right,,,,WBR,"LINESTRING (-111.9289977045251 33.42432076207021, -111.9291132250334 33.42436571795538)",,,auto
171,26,41529697,,1293,1,,1506,1,,1,41459438,8122988905,uturn,,,,WBU,"LINESTRING (-111.9289977045251 33.42432076207021, -111.929061257925 33.4242288058698)",,,auto
172,26,41529697,,1507,1,,19,1,,1,8122988905,41529691,left,,,,WBL,"LINESTRING (-111.929061257925 33.4242288058698, -111.9291607572027 33.42427468048678)",,,auto
173,26,41529697,,1507,1,,188,1,,1,8122988905,41736777_2714317917,right,,,,WBR,"LINESTRING (-111.929061257925 33.4242288058698, -111.9291132250334 33.42436571795538)",,,auto
174,26,41529697,,1507,1,,1292,1,,1,8122988905,41459438,right,,,,WBR,"LINESTRING (-111.929061257925 33.4242288058698, -111.9289977045251 33.42432076207021)",,,auto
175,30,41529813,,22,1,,24,1,,1,2626664037,316007232,thru,,,,EBT,"LINESTRING (-111.9367525225809 33.42435937113064, -111.9365804167975 33.42435938252375)",,,auto
176,30,41529813,,22,1,,491,1,,1,2626664037,41746580,left,,,,EBL,"LINESTRING (-111.9367525225809 33.42435937113064, -111.9366678208953 33.424431526058)",,,auto
177,30,41529813,,22,1,,492,1,,1,2626664037,41957870,right,,,,EBR,"LINESTRING (-111.9367525225809 33.42435937113064, -111.9366664628957 33.4242872187595)",,,auto
178,30,41529813,,25,1,,23,1,,1,316007232,2626664037,thru,,,,WBT,"LINESTRING (-111.9365804167975 33.42435938252375, -111.9367525225809 33.42435937113064)",,,auto
179,30,41529813,,25,1,,491,1,,1,316007232,41746580,right,,,,WBR,"LINESTRING (-111.9365804167975 33.42435938252375, -111.9366678208953 33.424431526058)",,,auto
180,30,41529813,,25,1,,492,1,,1,316007232,41957870,left,,,,WBL,"LINESTRING (-111.9365804167975 33.42435938252375, -111.9366664628957 33.4242872187595)",,,auto
181,30,41529813,,490,1,,23,1,,1,41746580,2626664037,right,,,,SBR,"LINESTRING (-111.9366678208953 33.424431526058, -111.9367525225809 33.42435937113064)",,,auto
182,30,41529813,,490,1,,24,1,,1,41746580,316007232,left,,,,SBL,"LINESTRING (-111.9366678208953 33.424431526058, -111.9365804167975 33.42435938252375)",,,auto
183,30,41529813,,490,1,,492,1,,1,41746580,41957870,thru,,,,SBT,"LINESTRING (-111.9366678208953 33.424431526058, -111.9366664628957 33.4242872187595)",,,auto
184,30,41529813,,493,1,,23,1,,1,41957870,2626664037,left,,,,NBL,"LINESTRING (-111.9366664628957 33.4242872187595, -111.9367525225809 33.42435937113064)",,,auto
185,30,41529813,,493,1,,24,1,,1,41957870,316007232,right,,,,NBR,"LINESTRING (-111.9366664628957 33.4242872187595, -111.9365804167975 33.42435938252375)",,,auto
186,30,41529813,,493,1,,491,1,,1,41957870,41746580,thru,,,,NBT,"LINESTRING (-111.9366664628957 33.4242872187595, -111.9366678208953 33.424431526058)",,,auto
187,31,41533533,,27,1,,867,2,,1,7265020288,4346605155,right,,,,NBR,"LINESTRING (-111.9412575164065 33.42185888766618, -111.9411752872767 33.42193102726638)",,,auto
188,31,41533533,,27,1,,868,1,,1,7265020288,4346605154,left,,,,NBL,"LINESTRING (-111.9412575164065 33.42185888766618, -111.9413473878195 33.42193069822934)",,,auto
189,31,41533533,,866,1,,26,1,,1,4346605155,7265020288,left,,,,WBL,"LINESTRING (-111.9411752872767 33.42193102726638, -111.9412575164065 33.42185888766618)",,,auto
190,31,41533533,,866,2,,868,2,,1,4346605155,4346605154,thru,,,,WBT,"LINESTRING (-111.9411752872767 33.42193102726638, -111.9413473878195 33.42193069822934)",,,auto
191,31,41533533,,869,2,,26,1,,1,4346605154,7265020288,right,,,,EBR,"LINESTRING (-111.9413473878195 33.42193069822934, -111.9412575164065 33.42185888766618)",,,auto
192,31,41533533,,869,1,,867,1,,1,4346605154,4346605155,thru,,,,EBT,"LINESTRING (-111.9413473878195 33.42193069822934, -111.9411752872767 33.42193102726638)",,,auto
193,32,41533538,,113,1,,115,1,,1,1698683826_2625359006,41563464,thru,,,,WBT,"LINESTRING (-111.941149054921 33.41905755133619, -111.941321146279 33.41905659253428)",,,auto
194,32,41533538,,113,1,,1469,1,,1,1698683826_2625359006,7265020287,right,,,,WBR,"LINESTRING (-111.941149054921 33.41905755133619, -111.9412226522105 33.41912857080111)",,,auto
195,32,41533538,,113,1,,1470,1,,1,1698683826_2625359006,41533540,left,,,,WBL,"LINESTRING (-111.941149054921 33.41905755133619, -111.9412371389954 33.41898503390593)",,,auto
196,32,41533538,,116,1,,114,1,,1,41563464,1698683826_2625359006,thru,,,,EBT,"LINESTRING (-111.941321146279 33.41905659253428, -111.941149054921 33.41905755133619)",,,auto
197,32,41533538,,116,1,,1469,1,,1,41563464,7265020287,left,,,,EBL,"LINESTRING (-111.941321146279 33.41905659253428, -111.9412226522105 33.41912857080111)",,,auto
198,32,41533538,,116,1,,1470,1,,1,41563464,41533540,right,,,,EBR,"LINESTRING (-111.941321146279 33.41905659253428, -111.9412371389954 33.41898503390593)",,,auto
199,32,41533538,,1468,1,,114,1,,1,7265020287,1698683826_2625359006,left,,,,SBL,"LINESTRING (-111.9412226522105 33.41912857080111, -111.941149054921 33.41905755133619)",,,auto
200,32,41533538,,1468,1,,115,1,,1,7265020287,41563464,right,,,,SBR,"LINESTRING (-111.9412226522105 33.41912857080111, -111.941321146279 33.41905659253428)",,,auto
201,32,41533538,,1468,1,,1470,1,,1,7265020287,41533540,thru,,,,SBT,"LINESTRING (-111.9412226522105 33.41912857080111, -111.9412371389954 33.41898503390593)",,,auto
202,32,41533538,,1471,1,,114,1,,1,41533540,1698683826_2625359006,right,,,,NBR,"LINESTRING (-111.9412371389954 33.41898503390593, -111.941149054921 33.41905755133619)",,,auto
203,32,41533538,,1471,1,,115,1,,1,41533540,41563464,left,,,,NBL,"LINESTRING (-111.9412371389954 33.41898503390593, -111.941321146279 33.41905659253428)",,,auto
204,32,41533538,,1471,1,,1469,1,,1,41533540,7265020287,thru,,,,NBT,"LINESTRING (-111.9412371389954 33.41898503390593, -111.9412226522105 33.41912857080111)",,,auto
205,33,41533540,,384,1,,386,1,,1,41662596,41563460,thru,,,,WBT,"LINESTRING (-111.9411434731209 33.41762030661029, -111.9413155589669 33.41761928294834)",,,auto
206,33,41533540,,384,1,,1471,1,,1,41662596,41533538,right,,,,WBR,"LINESTRING (-111.9411434731209 33.41762030661029, -111.9412299223334 33.41769157828057)",,,auto
207,33,41533540,,384,1,,1472,1,,1,41662596,41533544,left,,,,WBL,"LINESTRING (-111.9411434731209 33.41762030661029, -111.9412282411003 33.41754727062931)",,,auto
208,33,41533540,,387,1,,385,1,,1,41563460,41662596,thru,,,,EBT,"LINESTRING (-111.9413155589669 33.41761928294834, -111.9411434731209 33.41762030661029)",,,auto
209,33,41533540,,387,1,,1471,1,,1,41563460,41533538,left,,,,EBL,"LINESTRING (-111.9413155589669 33.41761928294834, -111.9412299223334 33.41769157828057)",,,auto
210,33,41533540,,387,1,,1472,1,,1,41563460,41533544,right,,,,EBR,"LINESTRING (-111.9413155589669 33.41761928294834, -111.9412282411003 33.41754727062931)",,,auto
211,33,41533540,,1470,1,,385,1,,1,41533538,41662596,left,,,,SBL,"LINESTRING (-111.9412299223334 33.41769157828057, -111.9411434731209 33.41762030661029)",,,auto
212,33,41533540,,1470,1,,386,1,,1,41533538,41563460,right,,,,SBR,"LINESTRING (-111.9412299223334 33.41769157828057, -111.9413155589669 33.41761928294834)",,,auto
213,33,41533540,,1470,1,,1472,1,,1,41533538,41533544,thru,,,,SBT,"LINESTRING (-111.9412299223334 33.41769157828057, -111.9412282411003 33.41754727062931)",,,auto
214,33,41533540,,1473,1,,385,1,,1,41533544,41662596,right,,,,NBR,"LINESTRING (-111.9412282411003 33.41754727062931, -111.9411434731209 33.41762030661029)",,,auto
215,33,41533540,,1473,1,,386,1,,1,41533544,41563460,left,,,,NBL,"LINESTRING (-111.9412282411003 33.41754727062931, -111.9413155589669 33.41761928294834)",,,auto
216,33,41533540,,1473,1,,1471,1,,1,41533544,41533538,thru,,,,NBT,"LINESTRING (-111.9412282411003 33.41754727062931, -111.9412299223334 33.41769157828057)",,,auto
217,34,41533544,,317,1,,319,1,,1,41662598,41563458,thru,,,,WBT,"LINESTRING (-111.9411185240324 33.41620385540099, -111.941290593535 33.41620270140081)",,,auto
218,34,41533544,,317,1,,1473,1,,1,41662598,41533540,right,,,,WBR,"LINESTRING (-111.9411185240324 33.41620385540099, -111.941205839516 33.41627637141593)",,,auto
219,34,41533544,,317,1,,1474,1,,1,41662598,41533545,left,,,,WBL,"LINESTRING (-111.9411185240324 33.41620385540099, -111.9412038132015 33.41613206568919)",,,auto
220,34,41533544,,320,1,,318,1,,1,41563458,41662598,thru,,,,EBT,"LINESTRING (-111.941290593535 33.41620270140081, -111.9411185240324 33.41620385540099)",,,auto
221,34,41533544,,320,1,,1473,1,,1,41563458,41533540,left,,,,EBL,"LINESTRING (-111.941290593535 33.41620270140081, -111.941205839516 33.41627637141593)",,,auto
222,34,41533544,,320,1,,1474,1,,1,41563458,41533545,right,,,,EBR,"LINESTRING (-111.941290593535 33.41620270140081, -111.9412038132015 33.41613206568919)",,,auto
223,34,41533544,,1472,1,,318,1,,1,41533540,41662598,left,,,,SBL,"LINESTRING (-111.941205839516 33.41627637141593, -111.9411185240324 33.41620385540099)",,,auto
224,34,41533544,,1472,1,,319,1,,1,41533540,41563458,right,,,,SBR,"LINESTRING (-111.941205839516 33.41627637141593, -111.941290593535 33.41620270140081)",,,auto
225,34,41533544,,1472,1,,1474,1,,1,41533540,41533545,thru,,,,SBT,"LINESTRING (-111.941205839516 33.41627637141593, -111.9412038132015 33.41613206568919)",,,auto
226,34,41533544,,1475,1,,318,1,,1,41533545,41662598,right,,,,NBR,"LINESTRING (-111.9412038132015 33.41613206568919, -111.9411185240324 33.41620385540099)",,,auto
227,34,41533544,,1475,1,,319,1,,1,41533545,41563458,left,,,,NBL,"LINESTRING (-111.9412038132015 33.41613206568919, -111.941290593535 33.41620270140081)",,,auto
228,34,41533544,,1475,1,,1473,1,,1,41533545,41533540,thru,,,,NBT,"LINESTRING (-111.9412038132015 33.41613206568919, -111.941205839516 33.41627637141593)",,,auto
229,35,41533545,,469,1,,471,1,,1,2065989254,41563456,thru,,,,WBT,"LINESTRING (-111.9411032545801 33.41474430183514, -111.9412753320609 33.41474292890221)",,,auto
230,35,41533545,,469,1,,1475,1,,1,2065989254,41533544,right,,,,WBR,"LINESTRING (-111.9411032545801 33.41474430183514, -111.9411900513372 33.41481607652224)",,,auto
231,35,41533545,,472,1,,470,1,,1,41563456,2065989254,thru,,,,EBT,"LINESTRING (-111.9412753320609 33.41474292890221, -111.9411032545801 33.41474430183514)",,,auto
232,35,41533545,,472,1,,1475,1,,1,41563456,41533544,left,,,,EBL,"LINESTRING (-111.9412753320609 33.41474292890221, -111.9411900513372 33.41481607652224)",,,auto
233,35,41533545,,1474,1,,470,1,,1,41533544,2065989254,left,,,,SBL,"LINESTRING (-111.9411900513372 33.41481607652224, -111.9411032545801 33.41474430183514)",,,auto
234,35,41533545,,1474,1,,471,1,,1,41533544,41563456,right,,,,SBR,"LINESTRING (-111.9411900513372 33.41481607652224, -111.9412753320609 33.41474292890221)",,,auto
235,36,41546636,,29,1,,75,1,,1,41546640,3983483486,thru,,,,WBT,"LINESTRING (-111.9392617261204 33.40873934404912, -111.9393633342497 33.40866744186759)",,,auto
236,36,41546636,,29,1,,76,1,,1,41546640,41615732,uturn,,,,WBU,"LINESTRING (-111.9392617261204 33.40873934404912, -111.939191278515 33.40866718142338)",,,auto
237,36,41546636,,74,1,,28,1,,1,3983483486,41546640,thru,,,,EBT,"LINESTRING (-111.9393633342497 33.40866744186759, -111.9392617261204 33.40873934404912)",,,auto
238,36,41546636,,74,1,,76,1,,1,3983483486,41615732,thru,,,,EBT,"LINESTRING (-111.9393633342497 33.40866744186759, -111.939191278515 33.40866718142338)",,,auto
239,36,41546636,,77,1,,28,1,,1,41615732,41546640,right,,,,WBR,"LINESTRING (-111.939191278515 33.40866718142338, -111.9392617261204 33.40873934404912)",,,auto
240,36,41546636,,77,1,,75,1,,1,41615732,3983483486,thru,,,,WBT,"LINESTRING (-111.939191278515 33.40866718142338, -111.9393633342497 33.40866744186759)",,,auto
241,37,41546640,,28,1,,79,1,,1,41546636,41615732,right,,,,EBR,"LINESTRING (-111.9360207192848 33.40957746460265, -111.9360047969208 33.40943376968777)",,,auto
242,37,41546640,,28,1,,139,1,,1,41546636,41615732,right,,,,EBR,"LINESTRING (-111.9360207192848 33.40957746460265, -111.9360981454459 33.40950140579106)",,,auto
243,37,41546640,,28,1,,140,1,,1,41546636,3983463708,thru,,,,EBT,"LINESTRING (-111.9360207192848 33.40957746460265, -111.9359266675174 33.40951301983185)",,,auto
244,37,41546640,,78,1,,29,1,,1,41615732,41546636,uturn,,,,EBU,"LINESTRING (-111.9360047969208 33.40943376968777, -111.9360207192848 33.40957746460265)",,,auto
245,37,41546640,,78,1,,140,1,,1,41615732,3983463708,thru,,,,EBT,"LINESTRING (-111.9360047969208 33.40943376968777, -111.9359266675174 33.40951301983185)",,,auto
246,37,41546640,,138,1,,29,1,,1,41615732,41546636,uturn,,,,EBU,"LINESTRING (-111.9360981454459 33.40950140579106, -111.9360207192848 33.40957746460265)",,,auto
247,37,41546640,,138,1,,140,1,,1,41615732,3983463708,thru,,,,EBT,"LINESTRING (-111.9360981454459 33.40950140579106, -111.9359266675174 33.40951301983185)",,,auto
248,37,41546640,,141,1,,29,1,,1,3983463708,41546636,thru,,,,WBT,"LINESTRING (-111.9359266675174 33.40951301983185, -111.9360207192848 33.40957746460265)",,,auto
249,37,41546640,,141,1,,79,1,,1,3983463708,41615732,thru,,,,WBT,"LINESTRING (-111.9359266675174 33.40951301983185, -111.9360047969208 33.40943376968777)",,,auto
250,37,41546640,,141,1,,139,1,,1,3983463708,41615732,thru,,,,WBT,"LINESTRING (-111.9359266675174 33.40951301983185, -111.9360981454459 33.40950140579106)",,,auto
251,41,41548521,,32,1,,274,1,,1,5650675608,41966652,left,,,,EBL,"LINESTRING (-111.923338660522 33.41189317802671, -111.9232531713732 33.41196366658429)",,,auto
252,41,41548521,,32,1,,275,1,,1,5650675608,337827302,right,,,,EBR,"LINESTRING (-111.923338660522 33.41189317802671, -111.9232526472273 33.41181935145952)",,,auto
253,41,41548521,,273,1,,33,1,,1,41966652,5650675608,right,,,,SBR,"LINESTRING (-111.9232531713732 33.41196366658429, -111.923338660522 33.41189317802671)",,,auto
254,41,41548521,,273,1,,275,1,,1,41966652,337827302,thru,,,,SBT,"LINESTRING (-111.9232531713732 33.41196366658429, -111.9232526472273 33.41181935145952)",,,auto
255,41,41548521,,276,1,,33,1,,1,337827302,5650675608,left,,,,NBL,"LINESTRING (-111.9232526472273 33.41181935145952, -111.923338660522 33.41189317802671)",,,auto
256,41,41548521,,276,1,,274,1,,1,337827302,41966652,thru,,,,NBT,"LINESTRING (-111.9232526472273 33.41181935145952, -111.9232531713732 33.41196366658429)",,,auto
257,42,41563455,,35,1,,124,1,,1,41563456,41662601,left,,,,SBL,"LINESTRING (-111.9423409217684 33.41368667516618, -111.9422539071841 33.41361499371251)",,,auto
258,42,41563455,,35,1,,125,1,,1,41563456,41695219,right,,,,SBR,"LINESTRING (-111.9423409217684 33.41368667516618, -111.942425975288 33.41361319055432)",,,auto
259,42,41563455,,123,1,,34,1,,1,41662601,41563456,right,,,,WBR,"LINESTRING (-111.9422539071841 33.41361499371251, -111.9423409217684 33.41368667516618)",,,auto
260,42,41563455,,123,1,,125,1,,1,41662601,41695219,thru,,,,WBT,"LINESTRING (-111.9422539071841 33.41361499371251, -111.942425975288 33.41361319055432)",,,auto
261,42,41563455,,126,1,,34,1,,1,41695219,41563456,left,,,,EBL,"LINESTRING (-111.942425975288 33.41361319055432, -111.9423409217684 33.41368667516618)",,,auto
262,42,41563455,,126,1,,124,1,,1,41695219,41662601,thru,,,,EBT,"LINESTRING (-111.942425975288 33.41361319055432, -111.9422539071841 33.41361499371251)",,,auto
263,43,41563456,,34,1,,36,1,,1,41563455,41563458,thru,,,,NBT,"LINESTRING (-111.9423796206332 33.41466459369586, -111.9424426227422 33.41479722606539)",,,auto
264,43,41563456,,34,1,,472,1,,1,41563455,41533545,right,,,,NBR,"LINESTRING (-111.9423796206332 33.41466459369586, -111.9423326075604 33.41472963272186)",,,auto
265,43,41563456,,34,1,,473,1,,1,41563455,41520542,left,,,,NBL,"LINESTRING (-111.9423796206332 33.41466459369586, -111.9425046813972 33.41472803078324)",,,auto
266,43,41563456,,37,1,,35,1,,1,41563458,41563455,thru,,,,SBT,"LINESTRING (-111.9424426227422 33.41479722606539, -111.9423796206332 33.41466459369586)",,,auto
267,43,41563456,,37,1,,472,1,,1,41563458,41533545,left,,,,SBL,"LINESTRING (-111.9424426227422 33.41479722606539, -111.9423326075604 33.41472963272186)",,,auto
268,43,41563456,,37,1,,473,1,,1,41563458,41520542,right,,,,SBR,"LINESTRING (-111.9424426227422 33.41479722606539, -111.9425046813972 33.41472803078324)",,,auto
269,43,41563456,,471,1,,35,1,,1,41533545,41563455,left,,,,WBL,"LINESTRING (-111.9423326075604 33.41472963272186, -111.9423796206332 33.41466459369586)",,,auto
270,43,41563456,,471,1,,36,1,,1,41533545,41563458,right,,,,WBR,"LINESTRING (-111.9423326075604 33.41472963272186, -111.9424426227422 33.41479722606539)",,,auto
271,43,41563456,,471,1,,473,1,,1,41533545,41520542,thru,,,,WBT,"LINESTRING (-111.9423326075604 33.41472963272186, -111.9425046813972 33.41472803078324)",,,auto
272,43,41563456,,474,1,,35,1,,1,41520542,41563455,right,,,,EBR,"LINESTRING (-111.9425046813972 33.41472803078324, -111.9423796206332 33.41466459369586)",,,auto
273,43,41563456,,474,1,,36,1,,1,41520542,41563458,left,,,,EBL,"LINESTRING (-111.9425046813972 33.41472803078324, -111.9424426227422 33.41479722606539)",,,auto
274,43,41563456,,474,1,,472,1,,1,41520542,41533545,thru,,,,EBT,"LINESTRING (-111.9425046813972 33.41472803078324, -111.9423326075604 33.41472963272186)",,,auto
275,44,41563458,,36,1,,38,1,,1,41563456,41563460,thru,,,,NBT,"LINESTRING (-111.9424529539301 33.41611839950343, -111.9424529762553 33.41626271453679)",,,auto
276,44,41563458,,36,1,,320,1,,1,41563456,41533544,right,,,,NBR,"LINESTRING (-111.9424529539301 33.41611839950343, -111.9423672477748 33.41619093465793)",,,auto
277,44,41563458,,39,1,,37,1,,1,41563460,41563456,thru,,,,SBT,"LINESTRING (-111.9424529762553 33.41626271453679, -111.9424529539301 33.41611839950343)",,,auto
278,44,41563458,,39,1,,320,1,,1,41563460,41533544,left,,,,SBL,"LINESTRING (-111.9424529762553 33.41626271453679, -111.9423672477748 33.41619093465793)",,,auto
279,44,41563458,,319,1,,37,1,,1,41533544,41563456,left,,,,WBL,"LINESTRING (-111.9423672477748 33.41619093465793, -111.9424529539301 33.41611839950343)",,,auto
280,44,41563458,,319,1,,38,1,,1,41533544,41563460,right,,,,WBR,"LINESTRING (-111.9423672477748 33.41619093465793, -111.9424529762553 33.41626271453679)",,,auto
281,45,41563460,,38,1,,40,1,,1,41563458,41563464,thru,,,,NBT,"LINESTRING (-111.9424520486649 33.41754622957859, -111.9424524565227 33.41769054516251)",,,auto
282,45,41563460,,38,1,,387,1,,1,41563458,41533540,right,,,,NBR,"LINESTRING (-111.9424520486649 33.41754622957859, -111.942366398705 33.41761839666751)",,,auto
